"naftournament";"nafcoach";"race"
"3035";"20844";"4"
"3035";"24377";"15"
"3035";"16089";"2"
"3035";"23984";"3"
"3035";"2870";"14"
"3035";"16829";"8"
"3035";"17242";"2"
"3035";"13270";"18"
"3035";"102";"15"
"3035";"1621";"19"
"3035";"18181";"3"
"3035";"12145";"8"
"3442";"9524";"24"
"3442";"6034";"20"
"3442";"19750";"18"
"3442";"23066";"4"
"3442";"6048";"3"
"3442";"24499";"18"
"3442";"22192";"5"
"3442";"24497";"5"
"3442";"11501";"17"
"3442";"11499";"5"
"3442";"18579";"13"
"3442";"10300";"7"
"3442";"23409";"20"
"3442";"282";"1"
"3442";"24496";"2"
"3442";"24498";"10"
"3442";"24495";"1"
"3442";"20251";"19"
"3442";"24222";"4"
"3442";"19908";"22"
"7413";"30033";"15"
"3442";"8583";"12"
"3442";"19572";"1"
"3442";"18073";"9"
"3442";"24494";"11"
"3442";"19758";"3"
"3442";"18826";"12"
"3442";"21295";"3"
"3442";"24074";"14"
"3442";"18072";"12"
"3442";"11498";"23"
"3283";"8401";"12"
"3283";"23701";"18"
"3283";"20248";"5"
"3283";"23028";"2"
"3283";"13417";"1"
"3283";"3528";"15"
"3283";"22348";"11"
"3283";"5900";"9"
"3283";"23050";"11"
"3283";"21410";"3"
"3283";"16794";"4"
"3283";"8402";"3"
"3283";"5906";"11"
"3283";"16723";"14"
"3283";"16475";"4"
"3283";"23045";"13"
"3283";"20924";"13"
"3283";"22346";"1"
"3283";"13785";"1"
"3283";"19236";"6"
"3283";"23026";"15"
"3283";"21764";"3"
"3283";"23052";"9"
"3283";"23345";"2"
"3283";"20914";"12"
"3283";"10328";"1"
"3283";"5798";"18"
"3283";"23569";"12"
"3283";"11924";"3"
"3283";"23702";"1"
"3283";"10305";"1"
"3283";"21763";"12"
"3166";"4736";"10"
"3501";"16963";"21"
"3501";"23744";"11"
"3501";"24108";"5"
"3501";"23998";"1"
"3501";"24192";"2"
"3501";"23273";"14"
"3501";"24501";"4"
"3501";"24369";"1"
"3501";"24503";"1"
"3501";"24502";"4"
"3501";"23747";"12"
"3501";"23742";"15"
"3423";"3294";"10"
"3423";"8191";"9"
"3423";"16131";"11"
"3423";"19537";"4"
"3423";"20693";"8"
"3423";"20816";"11"
"3423";"20817";"16"
"3423";"20832";"5"
"3423";"21109";"15"
"3423";"21187";"15"
"3423";"21287";"13"
"3423";"21299";"15"
"3423";"21707";"7"
"3423";"22001";"7"
"3423";"22214";"2"
"3423";"22357";"7"
"3423";"22358";"1"
"3423";"22366";"13"
"3423";"22482";"2"
"3423";"22601";"17"
"3423";"22857";"13"
"3423";"23459";"11"
"3423";"23479";"20"
"3423";"23647";"13"
"3423";"23665";"2"
"3423";"23669";"19"
"3423";"23753";"5"
"3423";"23965";"14"
"3423";"24069";"13"
"3423";"24346";"1"
"3423";"24347";"2"
"3312";"6157";"13"
"3312";"4244";"15"
"3312";"20553";"3"
"3312";"9862";"13"
"3312";"1882";"5"
"3312";"11678";"11"
"3312";"21528";"17"
"3312";"18217";"24"
"3312";"19196";"5"
"3312";"14485";"5"
"3312";"8666";"5"
"3312";"22434";"15"
"3312";"23645";"2"
"3312";"11936";"4"
"3312";"22261";"3"
"3312";"171";"5"
"3312";"10236";"12"
"3312";"11278";"9"
"3312";"4310";"11"
"3312";"6193";"23"
"3312";"21467";"15"
"3312";"1654";"17"
"3312";"19811";"2"
"3312";"21274";"13"
"3312";"24407";"1"
"3312";"21303";"8"
"3312";"16105";"13"
"3312";"17677";"3"
"3312";"12812";"24"
"3312";"21853";"9"
"3312";"18942";"11"
"3312";"24263";"18"
"3312";"9884";"14"
"3312";"18550";"11"
"3312";"20148";"21"
"3312";"5341";"3"
"3312";"19551";"7"
"3312";"17245";"11"
"3312";"18176";"11"
"3312";"20632";"5"
"3312";"7422";"6"
"3312";"16331";"9"
"3312";"20582";"21"
"3312";"17148";"17"
"3312";"23491";"4"
"3312";"6482";"12"
"3312";"19668";"19"
"3312";"3038";"3"
"3312";"20726";"3"
"3312";"21901";"4"
"3312";"16760";"2"
"3312";"17757";"5"
"3312";"21361";"5"
"3312";"16974";"7"
"3312";"22907";"2"
"3312";"19139";"7"
"3312";"885";"24"
"3312";"4789";"9"
"3312";"10904";"3"
"3312";"5790";"5"
"3312";"24154";"2"
"7413";"28830";"2"
"3312";"19393";"18"
"3312";"13150";"15"
"3312";"16108";"1"
"3312";"18646";"4"
"3312";"24196";"5"
"3312";"22206";"9"
"3312";"21220";"10"
"3312";"8669";"5"
"3312";"111";"12"
"3312";"22544";"13"
"3312";"19972";"5"
"3312";"9813";"1"
"3312";"21645";"9"
"3312";"18723";"17"
"3312";"16525";"11"
"3312";"772";"10"
"3312";"16985";"11"
"3312";"9812";"9"
"3312";"21257";"4"
"3312";"19291";"11"
"3312";"22276";"4"
"3284";"11278";"13"
"3284";"11678";"19"
"3240";"3312";"11"
"3240";"7769";"12"
"3284";"20390";"11"
"3284";"20393";"12"
"3284";"20394";"5"
"3284";"20788";"12"
"3284";"21240";"22"
"3284";"21563";"1"
"3284";"23246";"8"
"3284";"23584";"5"
"3284";"23990";"4"
"3284";"23991";"1"
"3284";"24345";"1"
"3284";"24506";"12"
"3284";"24507";"14"
"3284";"24115";"9"
"3240";"12404";"8"
"3240";"17838";"11"
"3240";"20556";"18"
"3240";"20617";"18"
"3240";"20949";"19"
"3240";"22851";"3"
"3240";"22852";"20"
"7413";"27871";"8"
"3240";"23378";"18"
"3240";"23470";"23"
"3240";"23929";"1"
"3240";"23940";"10"
"3240";"23955";"4"
"3240";"24067";"2"
"3191";"7194";"14"
"3191";"2591";"23"
"3191";"2795";"19"
"3191";"7309";"14"
"3191";"18514";"19"
"3191";"19682";"21"
"3191";"20750";"12"
"3191";"19679";"6"
"3191";"21675";"18"
"3191";"24448";"1"
"3440";"18579";"99"
"3440";"19750";"2"
"3440";"20281";"24"
"3440";"22192";"5"
"3440";"24519";"1"
"3481";"20177";"15"
"3481";"23218";"15"
"3481";"256";"14"
"3481";"23922";"14"
"3481";"21835";"16"
"3481";"23926";"4"
"3481";"24152";"16"
"7413";"12032";"16"
"7413";"23381";"2"
"7413";"34482";"14"
"7413";"26536";"2"
"7413";"23925";"23"
"7413";"30732";"1"
"2996";"9100";"6"
"2996";"20090";"19"
"2996";"7634";"23"
"2996";"3676";"4"
"2996";"21969";"10"
"2996";"3741";"11"
"2996";"21062";"24"
"2996";"24119";"13"
"2996";"23019";"2"
"2996";"18893";"1"
"2996";"23018";"23"
"2996";"6619";"15"
"2996";"24446";"24"
"2996";"24505";"2"
"2996";"6639";"7"
"2996";"22680";"2"
"2996";"17062";"16"
"2996";"2372";"13"
"2996";"4551";"18"
"2996";"23098";"23"
"2996";"7930";"11"
"2996";"20856";"23"
"2996";"20857";"15"
"2996";"6641";"18"
"2996";"10230";"7"
"2996";"19502";"8"
"2996";"16619";"22"
"2996";"22683";"2"
"2996";"8554";"24"
"2996";"21135";"3"
"2996";"23154";"23"
"3388";"21337";"19"
"3388";"24065";"21"
"3388";"23894";"4"
"3388";"22056";"2"
"3388";"24067";"2"
"3388";"23770";"1"
"3388";"23554";"3"
"3388";"21476";"22"
"7413";"18252";"20"
"3388";"23767";"15"
"3388";"20768";"23"
"3388";"1538";"5"
"3388";"19741";"11"
"3388";"19742";"12"
"3388";"7078";"5"
"3388";"9672";"1"
"3388";"24536";"1"
"3388";"20747";"15"
"3162";"472";"18"
"3162";"9630";"12"
"3162";"2464";"9"
"3162";"8836";"18"
"3162";"11531";"11"
"3162";"12457";"9"
"3162";"13583";"9"
"3162";"13731";"19"
"3162";"14519";"11"
"3162";"14616";"4"
"3162";"15578";"11"
"3162";"16110";"18"
"3162";"16213";"15"
"3162";"16688";"3"
"3162";"16959";"1"
"3162";"17603";"12"
"3162";"17839";"16"
"3162";"17843";"13"
"3162";"18561";"9"
"3162";"18563";"17"
"3162";"18970";"12"
"3162";"19124";"1"
"3162";"19317";"6"
"3162";"19526";"17"
"3162";"20036";"10"
"3162";"20039";"22"
"3162";"20320";"24"
"3162";"20846";"9"
"3162";"21684";"11"
"3162";"21702";"18"
"3162";"22323";"7"
"3162";"22325";"15"
"3162";"22385";"12"
"3162";"22409";"5"
"3162";"22411";"9"
"3162";"22470";"20"
"3162";"22668";"1"
"3162";"23296";"21"
"3162";"23553";"16"
"3162";"24053";"4"
"3162";"372";"10"
"3162";"6298";"10"
"3162";"8861";"9"
"3162";"10639";"9"
"3162";"13455";"15"
"3162";"11491";"24"
"3162";"12063";"17"
"3162";"13663";"1"
"3162";"13672";"2"
"3162";"13730";"5"
"3162";"17727";"9"
"3162";"17957";"4"
"3162";"18675";"15"
"3162";"18676";"4"
"3162";"19071";"11"
"3162";"19073";"2"
"3162";"19798";"9"
"3162";"20141";"20"
"3162";"20419";"8"
"3162";"21090";"4"
"3162";"21335";"3"
"3162";"21632";"20"
"3162";"21652";"22"
"3162";"21706";"19"
"3162";"22231";"12"
"3162";"22390";"15"
"3162";"22410";"1"
"3162";"22663";"7"
"3162";"22664";"5"
"3162";"22665";"24"
"3162";"22666";"7"
"3162";"22667";"14"
"3162";"22669";"16"
"3162";"24575";"18"
"3162";"24579";"4"
"3162";"24580";"13"
"3162";"24581";"1"
"3162";"24582";"4"
"3162";"24583";"3"
"3162";"24584";"4"
"3456";"21011";"15"
"3456";"21917";"3"
"3456";"21766";"3"
"3456";"20542";"17"
"3456";"22887";"18"
"3456";"20511";"6"
"3456";"20934";"3"
"3456";"5663";"18"
"3456";"14147";"22"
"3456";"19643";"8"
"3456";"20510";"3"
"3456";"13513";"18"
"3456";"20512";"18"
"3456";"17063";"3"
"3456";"21691";"22"
"3456";"9440";"18"
"3456";"20188";"17"
"3456";"17650";"3"
"3456";"24056";"2"
"3456";"15444";"3"
"3456";"20101";"19"
"3456";"10282";"8"
"3456";"1102";"1"
"3456";"20931";"6"
"3456";"17068";"18"
"3456";"21349";"17"
"3456";"15455";"22"
"3456";"24515";"3"
"3456";"13511";"18"
"3456";"21352";"18"
"3456";"5773";"10"
"3456";"23841";"3"
"3456";"17009";"3"
"3456";"22768";"7"
"3456";"22256";"15"
"3456";"20513";"18"
"3456";"23842";"1"
"3456";"22257";"10"
"3456";"22235";"5"
"3591";"9519";"13"
"3591";"13425";"23"
"3591";"14074";"15"
"3591";"15242";"5"
"3591";"17005";"2"
"3591";"17043";"13"
"3591";"17415";"10"
"3591";"18130";"22"
"3591";"18132";"11"
"3591";"19125";"16"
"3591";"19213";"15"
"3591";"19711";"2"
"3591";"21137";"9"
"3591";"21201";"19"
"3591";"21494";"17"
"3591";"21496";"18"
"3591";"21550";"16"
"3591";"21551";"22"
"3591";"21735";"20"
"3591";"21819";"4"
"3591";"22003";"15"
"3591";"23352";"18"
"3591";"24086";"7"
"3591";"24551";"12"
"3591";"24552";"2"
"7413";"30646";"19"
"3591";"12061";"8"
"3591";"13565";"15"
"3591";"17378";"2"
"3591";"18208";"4"
"3591";"20175";"15"
"3591";"21199";"18"
"3591";"22634";"7"
"3347";"16829";"24"
"3591";"13424";"4"
"3591";"20663";"6"
"7413";"35076";"5"
"3591";"23370";"3"
"3591";"23372";"23"
"3591";"24087";"1"
"3591";"24287";"5"
"3234";"20924";"4"
"3234";"8401";"3"
"3234";"22875";"24"
"3234";"22244";"1"
"3234";"4972";"12"
"3234";"24586";"15"
"3234";"21437";"13"
"3234";"16475";"14"
"3234";"24589";"2"
"3234";"12540";"10"
"3234";"20248";"2"
"3234";"21040";"5"
"3234";"24587";"18"
"3234";"20447";"11"
"3234";"21899";"4"
"3234";"18987";"13"
"3234";"14846";"17"
"3234";"13785";"5"
"3407";"7503";"2"
"3407";"17223";"2"
"3407";"18245";"15"
"3407";"18772";"12"
"3407";"19932";"3"
"3407";"20783";"18"
"3407";"22800";"15"
"3407";"23442";"2"
"3407";"23844";"1"
"3010";"14078";"11"
"3010";"22647";"4"
"3010";"17550";"9"
"3010";"17549";"12"
"3010";"18261";"13"
"3010";"7192";"5"
"3010";"21354";"2"
"3010";"14735";"17"
"3010";"24492";"5"
"3010";"7885";"11"
"3010";"5131";"2"
"3010";"9897";"5"
"3447";"23753";"5"
"3447";"24556";"7"
"3447";"24347";"2"
"3447";"24557";"2"
"3447";"23972";"1"
"3447";"23974";"2"
"3447";"24558";"9"
"3447";"24559";"18"
"3447";"24560";"7"
"3447";"24561";"4"
"3447";"24562";"5"
"3447";"21324";"15"
"3447";"24563";"1"
"3447";"24566";"5"
"3447";"24565";"15"
"3447";"24570";"11"
"3447";"24567";"6"
"7413";"31456";"20"
"7413";"31697";"11"
"7413";"26621";"13"
"3313";"24607";"1"
"3313";"24606";"11"
"3313";"24604";"5"
"3313";"24603";"24"
"3313";"23638";"13"
"3313";"23277";"4"
"3313";"23209";"5"
"3313";"22285";"4"
"3313";"22186";"11"
"3313";"22185";"3"
"3313";"22063";"9"
"3313";"21975";"20"
"3313";"21888";"4"
"3313";"21274";"10"
"3313";"19551";"9"
"3313";"19538";"20"
"3313";"17200";"1"
"3313";"14710";"1"
"3313";"4885";"1"
"3313";"582";"9"
"3455";"19544";"8"
"3455";"21437";"13"
"3455";"21281";"8"
"3455";"24593";"1"
"3455";"21443";"17"
"3455";"11688";"20"
"3455";"22162";"21"
"3455";"19280";"4"
"3455";"21283";"21"
"3455";"8401";"3"
"3455";"13200";"7"
"3455";"19547";"23"
"3455";"16723";"24"
"3455";"16366";"7"
"3468";"6183";"15"
"3468";"3599";"22"
"3468";"2233";"6"
"3468";"11470";"3"
"3468";"7770";"18"
"3468";"8168";"4"
"3468";"12500";"23"
"3468";"12834";"19"
"3468";"12972";"3"
"3468";"15291";"15"
"3468";"20763";"3"
"3468";"20850";"15"
"3468";"20975";"4"
"3412";"20015";"17"
"3412";"20745";"11"
"3412";"19850";"23"
"3412";"22573";"11"
"3412";"20743";"13"
"3412";"21686";"7"
"3412";"15142";"13"
"3412";"16459";"15"
"3412";"15144";"7"
"3412";"22720";"1"
"3412";"17048";"5"
"3412";"20342";"21"
"3412";"18141";"8"
"3412";"18318";"15"
"3412";"15143";"9"
"3412";"21178";"24"
"3412";"19859";"2"
"3412";"19860";"9"
"3412";"24516";"3"
"3412";"12877";"7"
"3412";"24631";"3"
"3412";"20741";"2"
"3412";"23174";"4"
"3412";"16843";"11"
"3412";"20016";"1"
"3412";"24625";"11"
"3412";"19964";"5"
"3412";"23715";"2"
"3231";"16802";"23"
"3231";"22962";"23"
"3231";"23151";"9"
"3231";"21511";"2"
"3231";"18390";"2"
"3231";"15384";"7"
"3231";"19930";"13"
"3231";"24015";"20"
"3231";"17030";"13"
"3231";"24622";"1"
"3231";"23192";"1"
"3347";"17242";"12"
"3347";"20685";"3"
"7413";"35081";"3"
"3347";"20775";"19"
"3347";"21718";"4"
"3347";"20881";"11"
"3347";"21717";"18"
"3347";"16278";"3"
"3347";"20957";"18"
"3347";"21716";"18"
"3347";"21669";"1"
"3347";"19271";"18"
"3347";"24537";"3"
"3347";"19529";"18"
"3347";"22456";"21"
"3347";"20481";"3"
"3347";"19483";"11"
"3347";"22713";"5"
"3347";"22393";"12"
"3347";"21653";"15"
"3347";"21720";"7"
"3347";"24539";"22"
"3347";"3684";"12"
"3347";"22684";"8"
"3347";"22714";"3"
"3347";"22712";"2"
"3347";"19816";"19"
"3347";"19726";"18"
"3347";"22711";"11"
"3347";"24538";"1"
"3347";"9188";"11"
"3347";"22144";"9"
"3347";"24638";"23"
"3651";"23739";"9"
"3450";"24193";"4"
"3450";"22589";"14"
"3450";"22797";"17"
"3450";"22349";"1"
"3450";"19179";"3"
"3450";"15963";"20"
"3450";"22356";"23"
"3450";"21419";"12"
"3450";"21656";"6"
"3450";"19236";"6"
"3450";"21523";"6"
"3450";"21463";"21"
"3450";"21763";"12"
"3450";"23028";"2"
"3450";"16794";"11"
"3450";"22346";"1"
"3450";"24661";"1"
"3450";"24662";"2"
"3450";"24663";"1"
"3450";"24664";"9"
"3450";"24665";"1"
"3450";"8401";"3"
"3450";"9136";"14"
"3450";"23704";"12"
"3450";"5798";"18"
"3450";"23453";"11"
"7130";"35269";"30"
"3339";"20617";"15"
"3339";"3709";"17"
"3339";"17316";"24"
"3339";"18261";"22"
"3339";"18145";"15"
"3339";"13571";"20"
"3339";"20553";"16"
"3339";"8923";"9"
"3339";"20556";"18"
"3339";"11777";"17"
"3339";"3312";"11"
"3339";"23201";"3"
"3339";"16184";"7"
"3339";"15435";"5"
"3339";"5131";"19"
"3339";"1621";"19"
"3339";"10572";"17"
"3339";"4380";"8"
"3339";"21949";"19"
"3339";"10690";"23"
"3339";"20618";"11"
"3339";"7741";"5"
"3339";"8901";"4"
"3100";"17928";"15"
"3100";"18579";"99"
"3100";"19221";"11"
"7413";"25167";"9"
"3100";"20251";"2"
"3100";"23066";"9"
"3100";"23409";"99"
"3100";"23885";"3"
"3100";"24519";"1"
"3100";"24670";"9"
"3401";"17928";"15"
"3401";"18579";"99"
"3401";"19221";"13"
"3401";"21127";"18"
"3401";"22192";"23"
"3401";"22380";"21"
"3401";"23066";"9"
"3401";"23409";"99"
"3401";"24074";"24"
"3401";"24314";"19"
"3401";"24327";"1"
"3471";"5222";"21"
"3471";"24039";"4"
"3471";"24406";"1"
"3471";"24673";"1"
"3471";"24676";"2"
"3471";"24677";"5"
"3471";"24403";"6"
"3471";"24674";"15"
"3471";"24675";"5"
"3471";"23578";"13"
"3416";"371";"99"
"3416";"5893";"99"
"3416";"5227";"99"
"3416";"9370";"99"
"3416";"10845";"99"
"3416";"16176";"99"
"3416";"18811";"99"
"3416";"18818";"99"
"3416";"19395";"99"
"3416";"19902";"99"
"3416";"20177";"99"
"3416";"20634";"99"
"3416";"20654";"99"
"3416";"20844";"99"
"3416";"21092";"99"
"3416";"21107";"99"
"3416";"21835";"99"
"3416";"22082";"99"
"3416";"22172";"99"
"3416";"23071";"99"
"3416";"23218";"99"
"3416";"23559";"99"
"3416";"24153";"99"
"3416";"24377";"99"
"3648";"2757";"15"
"3648";"13211";"8"
"3648";"13518";"1"
"3648";"7472";"16"
"3648";"11291";"3"
"3648";"24679";"2"
"3648";"21121";"4"
"3648";"24678";"2"
"3648";"24681";"8"
"3648";"24680";"15"
"3648";"20025";"16"
"3648";"18059";"13"
"3648";"16100";"11"
"3648";"15444";"3"
"3648";"184";"18"
"3648";"1191";"11"
"3508";"18656";"15"
"3508";"24685";"6"
"3508";"21319";"18"
"3508";"20957";"8"
"3508";"20494";"9"
"3508";"20481";"24"
"3508";"19816";"1"
"3508";"19483";"16"
"3508";"19252";"16"
"3508";"16238";"4"
"3508";"12552";"8"
"3508";"23706";"15"
"3486";"6261";"1"
"3486";"6044";"7"
"3486";"11052";"2"
"3486";"11491";"22"
"3486";"11857";"21"
"3486";"17043";"6"
"3486";"17415";"12"
"3486";"19125";"16"
"3486";"19213";"8"
"7413";"13741";"24"
"3486";"19958";"9"
"3486";"20145";"21"
"3486";"21550";"13"
"3486";"21819";"4"
"3486";"22003";"15"
"3486";"22470";"13"
"3890";"22218";"4"
"3486";"23371";"1"
"3486";"24686";"16"
"3486";"24687";"15"
"3486";"24688";"1"
"3486";"24689";"2"
"3349";"18390";"16"
"3349";"16185";"21"
"3349";"20632";"17"
"3349";"22454";"7"
"3349";"23151";"20"
"3349";"10904";"8"
"3349";"19719";"22"
"3349";"23314";"15"
"3349";"24692";"6"
"3349";"20458";"8"
"3509";"24319";"99"
"3509";"24088";"99"
"3509";"23732";"99"
"3509";"22829";"99"
"3509";"20813";"99"
"3509";"20761";"99"
"3509";"19789";"99"
"3509";"18957";"99"
"3509";"13696";"99"
"3509";"2406";"99"
"3509";"1654";"99"
"3509";"21461";"99"
"3443";"13234";"4"
"3443";"4895";"4"
"3443";"20750";"1"
"3443";"19602";"11"
"3443";"5642";"16"
"3443";"9610";"16"
"3443";"22019";"11"
"3443";"18514";"17"
"3443";"2808";"12"
"3443";"17802";"5"
"3443";"19160";"9"
"3443";"2591";"7"
"3443";"18516";"12"
"3443";"22100";"5"
"3443";"22723";"1"
"3443";"341";"17"
"3443";"5844";"15"
"7413";"19923";"18"
"3443";"24667";"15"
"3443";"24668";"12"
"2334";"21011";"22"
"3236";"22501";"7"
"3236";"22789";"11"
"3236";"20492";"3"
"3236";"22170";"17"
"3236";"21243";"5"
"3236";"22218";"20"
"3236";"459";"13"
"3236";"18367";"21"
"3236";"24516";"1"
"3236";"14772";"17"
"3236";"1890";"17"
"3236";"11651";"22"
"3236";"18283";"22"
"3437";"5675";"22"
"3437";"20377";"9"
"3437";"23461";"2"
"3437";"106";"11"
"3437";"21359";"5"
"3437";"18962";"23"
"3437";"23067";"1"
"3437";"17245";"13"
"3437";"23788";"20"
"3437";"24616";"19"
"3437";"4479";"12"
"3437";"19383";"7"
"3437";"24617";"1"
"3437";"23272";"15"
"3437";"6482";"3"
"3437";"7465";"2"
"3437";"5737";"11"
"3437";"5734";"2"
"3093";"18626";"11"
"3093";"11855";"9"
"3480";"24346";"1"
"3480";"22001";"9"
"3480";"22358";"18"
"3480";"20817";"17"
"3480";"21109";"13"
"3480";"20816";"6"
"3480";"22482";"2"
"3480";"20693";"16"
"3480";"22993";"14"
"3480";"22601";"15"
"3480";"23288";"4"
"3480";"23311";"1"
"3480";"20832";"11"
"3480";"22214";"2"
"3499";"16320";"8"
"3499";"16538";"7"
"3499";"16093";"20"
"3499";"24586";"15"
"3499";"24587";"18"
"3499";"24300";"8"
"3499";"16366";"7"
"3499";"19544";"8"
"3499";"20248";"20"
"3499";"7685";"7"
"3499";"17344";"20"
"3499";"19627";"8"
"3499";"20914";"9"
"3499";"22346";"1"
"3499";"8401";"3"
"3499";"21419";"12"
"3499";"22356";"11"
"3499";"22589";"14"
"3499";"10622";"11"
"3499";"18398";"12"
"3499";"11658";"19"
"3499";"16794";"3"
"3499";"23704";"12"
"3499";"23498";"1"
"3499";"6840";"10"
"3499";"15273";"1"
"3499";"20225";"12"
"3499";"16091";"4"
"3499";"3743";"11"
"3499";"20447";"11"
"3499";"19547";"14"
"3499";"21040";"5"
"3499";"16723";"5"
"3499";"13200";"15"
"3499";"21410";"3"
"3499";"3528";"15"
"3499";"3533";"2"
"3499";"13417";"1"
"3499";"5906";"11"
"3499";"5798";"18"
"3499";"8402";"3"
"3499";"20243";"11"
"3499";"19236";"12"
"3499";"18399";"3"
"3499";"17506";"15"
"3499";"15502";"9"
"3499";"23701";"18"
"3499";"20656";"2"
"3499";"7966";"11"
"3499";"21437";"13"
"3499";"21764";"3"
"3499";"21763";"12"
"3499";"23028";"2"
"3499";"12463";"4"
"3499";"17185";"2"
"3499";"19122";"12"
"3499";"18987";"7"
"3499";"22166";"20"
"3499";"21912";"8"
"3499";"19828";"3"
"3499";"13529";"12"
"3499";"16259";"6"
"3499";"21395";"4"
"3499";"21391";"5"
"3499";"24193";"4"
"3499";"19132";"2"
"3499";"20924";"13"
"3499";"7550";"12"
"3499";"21393";"10"
"3499";"24267";"15"
"3499";"24268";"3"
"3499";"21656";"19"
"3499";"19179";"3"
"3499";"21913";"15"
"3499";"24665";"1"
"3499";"22797";"17"
"3499";"24203";"21"
"3499";"17022";"3"
"3499";"18480";"19"
"3499";"17024";"12"
"3499";"10305";"11"
"3499";"20249";"3"
"3499";"22777";"3"
"3499";"5904";"11"
"3499";"5907";"4"
"3499";"24663";"9"
"3499";"24703";"3"
"3373";"20280";"2"
"3373";"21573";"4"
"3373";"21627";"21"
"3373";"22375";"14"
"3373";"22455";"23"
"3373";"23349";"1"
"3373";"23350";"5"
"3373";"23515";"15"
"3373";"24710";"4"
"3366";"18416";"24"
"3366";"20280";"20"
"3366";"21573";"12"
"3366";"21627";"9"
"3366";"21628";"15"
"3366";"21958";"17"
"3366";"22375";"14"
"3366";"22376";"13"
"3366";"22455";"2"
"3366";"23349";"1"
"3366";"23515";"1"
"3366";"23542";"20"
"3366";"23804";"18"
"3366";"24171";"1"
"3366";"24339";"1"
"3366";"24360";"10"
"3366";"24361";"7"
"3366";"24555";"3"
"3366";"24660";"5"
"3366";"24710";"3"
"3366";"24711";"9"
"3099";"18579";"99"
"3452";"23940";"8"
"3452";"18811";"6"
"3452";"23925";"15"
"3452";"19902";"4"
"3452";"8866";"11"
"3452";"20691";"17"
"3452";"21143";"2"
"3452";"20638";"19"
"3452";"21610";"10"
"3452";"20457";"22"
"3452";"20977";"22"
"3452";"16180";"1"
"3452";"22729";"3"
"3452";"23922";"14"
"3452";"21198";"2"
"3452";"13763";"6"
"3452";"20177";"7"
"3452";"16176";"11"
"3452";"10845";"18"
"3452";"11548";"2"
"3452";"20634";"2"
"3452";"17090";"19"
"3452";"5227";"13"
"3452";"22189";"12"
"3452";"21389";"7"
"3452";"24712";"15"
"3452";"20654";"4"
"3452";"17548";"22"
"3099";"22192";"99"
"3099";"23409";"99"
"3463";"16185";"3"
"3463";"18390";"6"
"3463";"22454";"3"
"3463";"21511";"14"
"3463";"16802";"7"
"3463";"15384";"7"
"3463";"23151";"11"
"3583";"6233";"5"
"3583";"9758";"18"
"3583";"13832";"5"
"3583";"20062";"2"
"3583";"20063";"5"
"3583";"20280";"20"
"3583";"21572";"1"
"3583";"21573";"18"
"3583";"21627";"21"
"3583";"21628";"1"
"3583";"21957";"12"
"3583";"22375";"14"
"3583";"22376";"6"
"3583";"23349";"18"
"3583";"23515";"22"
"3583";"23518";"5"
"3583";"23804";"18"
"3583";"24171";"20"
"3583";"24356";"13"
"3583";"24357";"3"
"3583";"24359";"1"
"3583";"24361";"7"
"3583";"24554";"7"
"3583";"22455";"2"
"3583";"24358";"18"
"3602";"16963";"9"
"3602";"24108";"5"
"3602";"24369";"1"
"3602";"24502";"4"
"3602";"23740";"7"
"3602";"24716";"1"
"3403";"24000";"7"
"3403";"6879";"1"
"3403";"22594";"7"
"3403";"24402";"24"
"3403";"4310";"11"
"3403";"22460";"10"
"3403";"23153";"7"
"3403";"24406";"14"
"3403";"22529";"15"
"3403";"24039";"14"
"3403";"24482";"15"
"3403";"24677";"5"
"3403";"24676";"2"
"3403";"24379";"9"
"3403";"23576";"5"
"3403";"24405";"12"
"3403";"22466";"2"
"3403";"22697";"1"
"3403";"23319";"2"
"3403";"19035";"2"
"3403";"24403";"1"
"3403";"24717";"15"
"3403";"22528";"12"
"3403";"24597";"5"
"3487";"22236";"4"
"3487";"9440";"8"
"3487";"24485";"13"
"3487";"22887";"1"
"3487";"17073";"3"
"3487";"21012";"12"
"3487";"17310";"12"
"3487";"17312";"18"
"3487";"17063";"12"
"3487";"21349";"8"
"3487";"24719";"12"
"3487";"24720";"18"
"3487";"22629";"7"
"3487";"20513";"4"
"3487";"8672";"5"
"3487";"21011";"5"
"3487";"24056";"2"
"3487";"17009";"4"
"3487";"5773";"18"
"3487";"20188";"4"
"3487";"21063";"11"
"3487";"21917";"4"
"3487";"15455";"4"
"3487";"24308";"4"
"3487";"18731";"18"
"3487";"20218";"14"
"3487";"9937";"8"
"3487";"21352";"4"
"3487";"18066";"13"
"3487";"22234";"13"
"3487";"24515";"12"
"3487";"10504";"13"
"3487";"5663";"18"
"3487";"20934";"2"
"3500";"172";"9"
"3500";"2591";"7"
"3500";"2795";"8"
"3500";"2916";"18"
"3500";"7930";"14"
"3500";"15254";"3"
"3500";"17553";"1"
"3500";"21652";"12"
"3500";"23140";"11"
"3500";"24448";"2"
"3500";"24724";"3"
"3500";"24725";"14"
"3500";"24726";"9"
"3500";"24727";"12"
"3676";"9630";"15"
"3676";"12457";"9"
"3676";"13731";"19"
"3676";"16110";"18"
"3697";"16836";"8"
"3676";"17350";"9"
"3676";"17789";"18"
"3676";"17839";"10"
"3676";"17843";"13"
"3676";"17852";"19"
"3256";"11793";"18"
"3676";"18561";"7"
"3676";"18970";"11"
