"naftournament";"nafcoach";"race"
"2184";"12184";"11"
"2184";"20887";"20"
"2184";"19395";"21"
"2184";"10845";"11"
"2184";"16089";"18"
"2184";"20553";"1"
"2184";"19116";"7"
"2184";"19480";"10"
"2184";"20638";"13"
"2184";"20784";"10"
"2184";"17242";"12"
"2184";"9370";"10"
"2184";"13748";"14"
"2184";"18826";"3"
"2184";"16914";"1"
"2184";"17742";"8"
"2184";"7569";"13"
"2184";"19902";"3"
"2184";"16829";"13"
"2222";"2464";"16"
"2222";"4019";"1"
"2222";"8109";"11"
"2222";"8557";"11"
"2222";"8994";"23"
"2222";"9659";"3"
"2222";"9708";"12"
"2222";"11531";"17"
"2222";"12458";"11"
"2222";"12987";"24"
"2222";"13453";"8"
"2222";"13583";"13"
"2222";"13731";"2"
"2222";"13812";"9"
"2222";"15261";"18"
"2222";"15293";"15"
"2222";"15487";"14"
"2222";"15679";"11"
"2222";"16110";"12"
"2222";"16204";"17"
"2222";"16205";"19"
"2222";"16207";"17"
"2222";"16212";"1"
"2222";"16716";"9"
"2222";"17526";"15"
"2222";"17591";"15"
"2222";"17710";"19"
"2222";"17852";"19"
"2222";"17913";"4"
"2222";"17992";"4"
"2222";"18694";"3"
"2222";"19073";"4"
"2222";"19142";"16"
"2222";"19443";"3"
"2222";"19798";"15"
"2222";"20040";"18"
"2222";"20320";"24"
"2222";"20323";"2"
"2222";"20398";"15"
"2222";"20476";"15"
"2222";"12457";"19"
"2222";"13644";"1"
"2222";"13663";"1"
"2222";"13857";"15"
"2222";"13997";"3"
"2222";"16213";"15"
"2222";"16350";"4"
"2222";"16688";"3"
"2222";"16779";"15"
"2222";"17603";"14"
"2222";"17629";"18"
"2222";"19444";"17"
"2222";"19445";"13"
"2222";"19526";"5"
"2222";"19891";"10"
"2222";"20175";"1"
"2222";"20861";"13"
"2222";"21116";"12"
"2222";"21117";"2"
"2222";"21118";"4"
"2222";"21119";"11"
"2222";"21120";"5"
"2434";"8861";"12"
"2434";"8836";"12"
"2434";"7770";"9"
"2434";"8168";"16"
"2434";"8402";"16"
"2434";"11280";"11"
"2434";"13119";"2"
"2434";"13550";"18"
"6912";"20447";"23"
"2434";"13997";"3"
"2434";"16619";"24"
"2434";"16716";"20"
"2434";"17832";"1"
"2434";"18346";"4"
"2434";"19311";"7"
"2434";"19879";"23"
"2434";"20581";"15"
"2434";"20763";"3"
"2434";"20968";"22"
"2335";"4244";"22"
"2335";"5122";"24"
"2335";"3228";"8"
"2335";"7593";"4"
"2335";"9819";"11"
"2335";"9884";"21"
"2335";"12812";"24"
"2335";"16760";"15"
"2335";"16974";"4"
"2335";"19291";"22"
"2335";"19668";"22"
"2335";"19971";"5"
"2335";"19972";"20"
"2335";"21122";"17"
"2332";"20115";"14"
"2332";"16238";"5"
"2332";"19570";"7"
"2332";"16278";"5"
"2332";"20233";"8"
"2332";"15043";"24"
"2332";"14941";"5"
"2332";"17290";"6"
"2332";"19483";"1"
"2332";"19816";"17"
"2332";"17583";"13"
"2332";"19271";"18"
"2413";"9151";"11"
"2413";"19181";"19"
"2413";"20307";"4"
"2413";"20639";"14"
"2413";"13991";"12"
"2413";"17507";"2"
"2413";"20243";"5"
"2413";"19236";"6"
"2413";"18399";"1"
"2413";"17403";"11"
"2413";"17402";"2"
"2413";"21131";"1"
"2413";"21132";"11"
"2413";"21130";"18"
"2413";"15963";"9"
"2413";"16930";"15"
"2413";"13417";"1"
"2413";"17340";"12"
"2413";"18591";"2"
"2413";"18398";"4"
"2413";"10305";"1"
"2413";"5900";"11"
"2413";"3533";"5"
"2413";"3528";"11"
"2413";"19627";"1"
"2413";"8402";"6"
"2413";"19828";"9"
"2413";"13529";"5"
"2413";"19748";"13"
"2413";"17255";"3"
"2413";"16259";"2"
"2413";"18512";"11"
"2413";"20439";"12"
"2413";"5903";"13"
"2383";"18332";"1"
"2383";"21133";"7"
"2383";"18704";"13"
"2383";"20524";"14"
"2383";"19795";"9"
"2383";"20090";"8"
"2383";"7930";"19"
"2383";"21134";"5"
"2383";"20857";"9"
"2383";"20885";"7"
"2383";"16347";"22"
"2383";"19686";"12"
"2233";"6621";"18"
"2233";"3676";"3"
"2233";"20856";"15"
"2233";"7930";"3"
"2233";"18893";"15"
"2233";"16619";"15"
"2233";"9100";"2"
"2233";"7337";"4"
"2233";"11546";"4"
"2233";"20265";"12"
"2233";"20090";"3"
"2233";"21135";"12"
"2233";"18090";"1"
"2233";"20731";"9"
"2233";"10033";"1"
"2233";"6627";"9"
"2403";"2803";"23"
"2403";"8056";"10"
"2403";"18378";"23"
"2403";"11554";"10"
"2403";"17294";"4"
"2403";"17965";"11"
"2403";"19138";"14"
"2403";"19479";"6"
"2403";"19795";"9"
"2403";"20229";"23"
"2403";"20231";"1"
"2403";"20911";"9"
"2367";"20844";"16"
"2367";"20842";"5"
"2367";"5858";"8"
"2367";"16694";"19"
"2367";"17549";"17"
"2367";"12317";"1"
"2367";"19588";"13"
"2367";"19056";"12"
"2367";"19589";"1"
"2367";"16416";"13"
"2367";"3312";"11"
"2367";"5131";"11"
"2367";"20094";"8"
"2367";"18261";"5"
"2367";"19638";"15"
"2367";"11777";"15"
"2367";"7192";"2"
"2367";"18145";"3"
"2367";"19590";"13"
"2367";"6858";"20"
"2367";"17550";"23"
"2367";"15869";"2"
"2367";"17137";"3"
"2367";"17780";"21"
"2367";"20429";"20"
"2367";"14735";"21"
"2367";"4790";"5"
"2367";"3709";"9"
"2391";"4728";"12"
"2391";"13455";"10"
"2391";"12319";"5"
"2391";"14524";"20"
"2391";"16501";"18"
"2391";"17514";"1"
"2391";"19071";"11"
"2391";"19142";"15"
"2391";"19260";"13"
"2391";"19424";"12"
"2391";"20269";"1"
"2391";"20395";"9"
"2391";"20595";"11"
"2391";"21087";"5"
"2391";"21089";"2"
"2391";"21090";"13"
"2391";"21129";"2"
"2416";"18734";"7"
"2416";"18731";"8"
"2416";"20104";"9"
"2416";"5663";"19"
"2416";"20101";"24"
"2416";"2506";"14"
"2416";"12285";"23"
"2416";"17073";"14"
"2416";"9937";"8"
"2416";"10282";"7"
"2416";"13513";"19"
"2416";"20099";"9"
"2416";"17305";"21"
"2416";"17068";"11"
"2416";"5773";"2"
"2416";"17038";"15"
"2416";"20218";"1"
"2416";"20434";"4"
"2416";"19303";"14"
"2416";"1102";"11"
"2416";"17310";"4"
"2416";"20098";"13"
"2416";"12283";"14"
"2416";"6443";"1"
"2416";"12282";"13"
"2416";"8021";"18"
"2416";"17063";"23"
"2416";"18066";"1"
"2416";"1103";"5"
"2416";"20435";"13"
"2325";"20811";"4"
"2325";"16130";"23"
"2325";"20816";"20"
"2325";"8196";"20"
"2325";"10505";"5"
"2325";"20366";"10"
"2325";"17267";"18"
"2325";"20367";"20"
"2325";"14558";"6"
"2325";"12518";"24"
"2325";"13475";"1"
"2325";"11788";"4"
"2325";"10236";"13"
"2325";"16100";"20"
"2325";"8122";"7"
"2325";"7403";"19"
"2325";"20817";"22"
"2325";"3294";"17"
"2325";"8759";"8"
"2325";"13512";"13"
"2325";"19676";"1"
"2325";"17799";"17"
"2325";"8199";"17"
"2325";"13211";"10"
"2325";"16324";"9"
"2325";"19277";"17"
"2325";"12520";"20"
"2325";"20365";"1"
"2325";"20827";"1"
"2325";"21055";"15"
"2325";"2066";"3"
"2325";"20909";"2"
"2325";"20676";"9"
"2325";"11789";"21"
"2418";"16366";"7"
"2418";"20248";"2"
"2418";"19544";"14"
"2418";"13785";"15"
"2418";"21040";"15"
"2418";"20447";"2"
"2418";"20729";"2"
"2418";"8402";"16"
"2418";"19547";"19"
"2418";"21156";"3"
"2418";"7550";"3"
"2418";"18987";"20"
"2418";"20914";"15"
"2418";"20226";"9"
"2418";"21079";"13"
"2418";"16449";"3"
"2418";"20927";"3"
"2418";"20925";"9"
"2418";"20928";"18"
"2418";"19132";"14"
"2418";"21082";"1"
"2418";"17256";"5"
"2418";"5256";"12"
"2418";"19584";"4"
"2418";"21154";"13"
"2418";"21084";"5"
"2418";"21058";"14"
"2418";"20929";"2"
"2418";"16091";"22"
"2418";"16320";"21"
"2418";"21155";"1"
"2418";"15239";"11"
"2418";"21080";"1"
"2418";"19337";"11"
"2418";"17255";"12"
"2418";"21157";"5"
"2418";"20239";"1"
"2175";"14387";"1"
"2175";"10572";"2"
"2175";"2870";"15"
"2175";"2100";"12"
"2175";"19221";"2"
"2175";"21097";"13"
"2175";"16742";"15"
"2175";"18992";"9"
"2175";"15570";"13"
"2175";"9897";"1"
"2175";"5290";"13"
"2175";"6852";"14"
"2175";"17198";"15"
"2175";"8866";"4"
"2175";"11985";"9"
"2175";"19068";"12"
"2175";"19833";"24"
"2175";"12569";"14"
"2175";"1123";"2"
"2175";"11777";"14"
"2175";"19555";"20"
"2175";"18506";"3"
"2175";"20554";"4"
"2175";"18991";"1"
"2175";"11345";"9"
"2175";"3623";"9"
"2175";"20348";"11"
"2175";"13409";"1"
"2175";"5893";"14"
"2175";"17817";"13"
"2175";"10686";"18"
"2175";"12545";"12"
"2175";"3312";"11"
"2175";"10690";"20"
"2175";"20170";"11"
"2175";"18355";"7"
"2175";"4380";"3"
"2175";"10658";"12"
"2175";"149";"13"
"2175";"20553";"1"
"2175";"1143";"13"
"2175";"17684";"3"
"2477";"13696";"16"
"2477";"14968";"13"
"2477";"21172";"8"
"2477";"20761";"4"
"2374";"13270";"14"
"2374";"10845";"23"
"2374";"9370";"7"
"2374";"20177";"20"
"2374";"20634";"8"
"2374";"12145";"15"
"2374";"20654";"1"
"2415";"17861";"3"
"2374";"16089";"14"
"2374";"19902";"10"
"2374";"21092";"4"
"2374";"20784";"6"
"2374";"13748";"12"
"2374";"20610";"4"
"2374";"17243";"4"
"2374";"20638";"8"
"2374";"16057";"15"
"2374";"18818";"20"
"2374";"16914";"1"
"2374";"20691";"1"
"2374";"8923";"22"
"2374";"8866";"4"
"2374";"17548";"12"
"2374";"11548";"18"
"2374";"14880";"18"
"2374";"18927";"10"
"2374";"12184";"3"
"2374";"17724";"8"
"2374";"19395";"11"
"2374";"371";"5"
"2318";"7480";"9"
"2318";"8196";"5"
"2318";"13702";"5"
"2318";"15444";"4"
"2318";"20676";"9"
"2318";"13475";"1"
"2318";"16629";"17"
"2318";"20106";"13"
"2318";"20811";"13"
"2318";"3294";"13"
"2318";"20827";"1"
"2318";"2066";"3"
"2318";"20824";"2"
"2318";"20825";"7"
"2318";"10505";"23"
"2318";"20318";"2"
"2318";"19639";"17"
"2318";"20770";"11"
"2318";"18610";"8"
"2318";"19109";"22"
"2318";"11537";"4"
"2318";"20366";"5"
"2318";"12715";"4"
"2318";"20365";"5"
"2318";"8122";"11"
"2318";"10236";"4"
"2318";"20828";"10"
"2318";"9090";"3"
"2318";"2520";"8"
"2318";"14051";"1"
"2318";"5778";"24"
"2318";"19277";"1"
"2318";"18146";"4"
"2318";"9091";"18"
"2318";"13608";"8"
"2318";"13605";"18"
"2318";"11789";"23"
"2318";"16100";"20"
"2379";"9404";"21"
"2379";"21115";"15"
"2379";"5624";"20"
"2379";"11552";"13"
"2379";"6060";"24"
"2379";"21170";"10"
"2379";"8730";"2"
"2379";"15257";"8"
"2379";"17880";"2"
"2379";"9753";"1"
"2379";"7653";"5"
"2484";"8169";"8"
"2484";"9395";"9"
"2484";"11283";"20"
"2484";"15001";"18"
"2484";"15298";"10"
"2484";"17832";"1"
"2484";"18346";"21"
"2484";"20975";"4"
"2483";"6183";"16"
"2483";"2233";"21"
"2483";"7770";"6"
"2483";"8168";"18"
"2483";"8169";"8"
"2483";"8170";"13"
"2483";"8171";"17"
"2483";"9395";"18"
"2483";"11177";"22"
"2483";"10488";"23"
"2483";"11281";"16"
"2483";"11283";"12"
"2483";"12500";"6"
"2483";"15291";"10"
"2483";"15298";"10"
"2483";"17832";"1"
"2483";"18346";"4"
"2379";"6780";"7"
"2340";"21176";"8"
"2340";"19860";"13"
"2340";"9252";"7"
"2340";"20343";"14"
"2340";"20743";"3"
"2340";"21179";"3"
"2340";"20344";"5"
"2340";"2726";"6"
"2340";"19865";"22"
"2340";"19964";"7"
"2340";"20342";"1"
"2340";"19850";"5"
"2340";"20745";"10"
"2340";"20912";"6"
"2340";"16413";"2"
"2340";"443";"8"
"2340";"19861";"19"
"2340";"18318";"1"
"2340";"19862";"19"
"2340";"21177";"5"
"2340";"21178";"19"
"2340";"20154";"2"
"2340";"19863";"12"
"2340";"20341";"4"
"2340";"17989";"13"
"2258";"2271";"8"
"2258";"11606";"19"
"2258";"12621";"19"
"2258";"12623";"20"
"2258";"12626";"2"
"2258";"13246";"9"
"2258";"13501";"21"
"2258";"13707";"2"
"2258";"14866";"13"
"2258";"16589";"9"
"2258";"17118";"15"
"2258";"18000";"7"
"2258";"18001";"19"
"2258";"18004";"8"
"2258";"18626";"1"
"2438";"21187";"1"
"2438";"20464";"11"
"2438";"20466";"11"
"2438";"6376";"9"
"2438";"21188";"12"
"2438";"13636";"19"
"2438";"20465";"5"
"2616";"12263";"15"
"2438";"15226";"3"
"2616";"15257";"14"
"2438";"20361";"18"
"2438";"16560";"1"
"2616";"21633";"2"
"2438";"16127";"3"
"2438";"16896";"11"
"2438";"17772";"14"
"2438";"7403";"3"
"2438";"21191";"6"
"2438";"13900";"2"
"2438";"12272";"15"
"2438";"17775";"6"
"2438";"18351";"20"
"2616";"20021";"1"
"2342";"17308";"17"
"2342";"8195";"12"
"2342";"17068";"24"
"2342";"20218";"10"
"2342";"17073";"24"
"2342";"8672";"14"
"2342";"17311";"7"
"2342";"5773";"18"
"2342";"17069";"5"
"2428";"30";"24"
"2428";"7539";"6"
"2428";"5009";"4"
"2428";"11491";"9"
"2428";"12990";"17"
"2428";"13425";"3"
"2428";"13427";"15"
"2428";"17005";"2"
"2428";"17043";"13"
"2428";"17415";"3"
"2428";"18132";"12"
"2428";"21136";"14"
"2429";"6261";"13"
"2429";"5007";"11"
"2429";"8836";"5"
"2429";"8072";"10"
"2429";"8074";"13"
"2429";"8183";"6"
"2429";"8738";"12"
"2429";"8737";"4"
"2429";"10320";"3"
"2429";"11524";"4"
"2429";"11491";"9"
"2429";"13427";"15"
"2429";"13428";"23"
"2429";"13452";"18"
"2429";"13555";"9"
"2429";"13561";"11"
"2429";"13565";"15"
"2429";"13576";"18"
"2429";"13692";"3"
"2429";"15242";"7"
"2429";"15579";"13"
"2429";"15733";"15"
"2429";"15927";"8"
"2429";"16782";"13"
"2429";"17005";"2"
"2429";"17484";"17"
"2429";"17719";"15"
"2429";"18132";"3"
"2429";"18208";"11"
"2429";"18902";"7"
"2429";"18903";"18"
"2429";"19032";"1"
"2429";"19300";"10"
"2429";"19408";"19"
"2429";"19526";"5"
"2429";"20419";"10"
"2429";"20421";"13"
"2429";"20663";"9"
"2429";"20667";"11"
"2429";"21200";"18"
"2429";"9519";"11"
"2429";"12061";"19"
"2429";"12990";"18"
"2429";"13335";"9"
"2429";"13425";"3"
"2429";"17415";"3"
"2429";"19125";"21"
"2429";"19213";"13"
"2263";"7293";"20"
"2263";"4798";"20"
"2263";"12849";"7"
"2263";"21044";"15"
"2263";"21039";"18"
"2263";"21203";"9"
"2263";"21204";"18"
"2263";"21202";"3"
"2263";"18475";"20"
"2263";"18591";"2"
"2263";"11658";"3"
"2263";"11659";"7"
"2263";"18398";"4"
"2263";"13417";"1"
"2263";"16930";"15"
"2263";"12219";"1"
"2263";"6046";"19"
"2263";"18153";"17"
"2263";"20334";"11"
"2263";"20333";"13"
"2263";"20249";"5"
"2263";"16848";"7"
"2263";"19627";"1"
"2263";"16850";"7"
"2263";"16091";"20"
"2263";"3743";"8"
"2263";"13527";"24"
"2263";"15273";"7"
"2263";"5906";"5"
"2263";"16093";"22"
"2263";"16538";"7"
"2263";"16320";"8"
"2263";"20239";"17"
"2263";"17725";"5"
"2263";"3564";"17"
"2263";"17878";"3"
"2263";"17893";"7"
"2263";"17256";"5"
"2263";"12847";"6"
"2263";"13178";"5"
"2263";"3528";"18"
"2263";"5909";"1"
"2263";"10622";"8"
"2360";"68";"5"
"2360";"341";"18"
"2360";"5844";"17"
"2360";"2591";"18"
"2360";"13232";"3"
"2360";"13234";"19"
"2360";"16998";"3"
"2360";"18194";"3"
"2360";"19602";"5"
"2360";"19749";"17"
"2405";"11793";"2"
"2405";"15290";"12"
"2405";"10505";"5"
"2405";"13605";"12"
"2405";"10236";"5"
"2405";"2066";"6"
"2405";"13512";"11"
"2405";"20318";"2"
"2405";"20055";"15"
"2405";"13507";"13"
"2405";"3294";"17"
"2405";"13211";"10"
"2405";"20366";"5"
"2405";"20367";"3"
"2405";"5778";"8"
"2405";"20811";"4"
"2405";"11789";"7"
"2405";"11788";"7"
"2405";"20827";"1"
"2405";"8196";"13"
"2405";"13478";"11"
"2405";"16560";"23"
"2405";"20812";"8"
"2405";"16100";"3"
"2405";"13900";"5"
"2405";"21225";"13"
"2405";"20365";"1"
"2405";"21226";"12"
"2405";"19676";"1"
"2405";"13078";"7"
"2405";"18108";"10"
"2374";"20457";"4"
"2415";"19529";"9"
"2415";"19271";"1"
"2415";"20644";"2"
"2415";"20679";"13"
"2415";"20686";"5"
"2415";"19483";"12"
"2415";"20989";"5"
"2415";"19816";"15"
"2415";"229";"3"
"2415";"18457";"11"
"2415";"15048";"12"
"2415";"19004";"9"
"2394";"8630";"18"
"2415";"21218";"13"
"2415";"16278";"5"
"2415";"13697";"2"
"2415";"12552";"3"
"2415";"18859";"15"
"2415";"14941";"15"
"2415";"20957";"18"
"2415";"20692";"12"
"2415";"21219";"2"
"2415";"20113";"20"
"2394";"17150";"1"
"2394";"18243";"3"
"2394";"20876";"2"
"2394";"21211";"11"
"2394";"17059";"16"
"2394";"17153";"10"
"2394";"3398";"3"
"2394";"14598";"4"
"2394";"17157";"13"
"2394";"8601";"15"
"2394";"20497";"3"
"2394";"20917";"5"
"6912";"13785";"9"
"2394";"20498";"18"
"2394";"184";"11"
"2394";"12937";"17"
"2394";"18060";"13"
"6912";"25525";"11"
"2394";"20025";"9"
"2394";"19905";"10"
"2394";"16472";"18"
"2394";"17671";"11"
"6912";"16475";"24"
"2394";"17154";"16"
"2394";"18059";"4"
"2394";"14237";"1"
"6912";"10840";"13"
"2394";"15415";"7"
"2394";"17799";"15"
"2394";"13558";"20"
"2394";"9849";"4"
"2394";"21210";"5"
"2394";"18293";"3"
"2394";"20776";"15"
"2394";"20875";"13"
"2394";"19676";"1"
"2394";"14238";"21"
"2394";"1191";"14"
"2394";"4095";"18"
"2394";"17152";"6"
"2394";"18511";"7"
"2394";"21213";"12"
"2394";"21212";"3"
"2394";"20830";"14"
"2394";"20672";"19"
"2394";"20500";"6"
"2394";"21209";"12"
"2394";"21214";"12"
"2394";"21215";"12"
"2445";"9884";"4"
"2445";"17245";"4"
"2445";"6482";"8"
"2445";"20377";"12"
"2445";"15497";"21"
"2445";"15257";"8"
"2445";"2854";"1"
"2445";"5737";"18"
"2445";"18962";"7"
"2445";"6060";"14"
"2445";"6780";"7"
"2445";"9625";"8"
"2445";"7593";"1"
"2445";"9753";"5"
"2445";"19205";"13"
"2445";"18642";"3"
"2445";"18285";"24"
"2445";"4243";"9"
"2445";"16985";"11"
"2445";"15391";"1"
"2445";"20363";"1"
"2445";"7465";"13"
"2445";"18040";"1"
"2439";"99";"23"
"2439";"6145";"6"
"2439";"5000";"1"
"2439";"4728";"8"
"2439";"6982";"10"
"2439";"2460";"8"
"2439";"2464";"16"
"2439";"8861";"9"
"2439";"8109";"11"
"2439";"12499";"10"
"2439";"13455";"23"
"2439";"12319";"6"
"2439";"11137";"24"
"2439";"12496";"16"
"2439";"12639";"8"
"2439";"12987";"24"
"2439";"12990";"18"
"2439";"13335";"19"
"2439";"13561";"11"
"2439";"13576";"21"
"2439";"13583";"6"
"2439";"13644";"1"
"2439";"13663";"1"
"2439";"13911";"16"
"2439";"13997";"21"
"2439";"14977";"22"
"2439";"15248";"12"
"2439";"15733";"21"
"2439";"15805";"15"
"2439";"15807";"22"
"2439";"16213";"15"
"2439";"16350";"4"
"2439";"16354";"2"
"2439";"17291";"24"
"2439";"17514";"17"
"2439";"17526";"8"
"2439";"17591";"17"
"2439";"17727";"1"
"2439";"17906";"22"
"2439";"18008";"1"
"2439";"18317";"17"
"2439";"18344";"2"
"2439";"18444";"23"
"2439";"18446";"6"
"2439";"18901";"8"
"2439";"18902";"24"
"2439";"18970";"19"
"2439";"19071";"6"
"2439";"19185";"4"
"2439";"19345";"20"
"2439";"19452";"24"
"2439";"19874";"6"
"2439";"20320";"16"
"2439";"20323";"23"
"2439";"20395";"9"
"2439";"20592";"2"
"2439";"20612";"22"
"2439";"21120";"17"
"2439";"21090";"14"
"2439";"21236";"18"
"2507";"372";"23"
"2507";"419";"4"
"2507";"6800";"13"
"2507";"8861";"9"
"2507";"8072";"5"
"2507";"8735";"12"
"2507";"8994";"23"
"2507";"12499";"12"
"2507";"13455";"17"
"2507";"12319";"10"
"2507";"11269";"13"
"2507";"12496";"5"
"2507";"13583";"9"
"2507";"13663";"1"
"2507";"14083";"10"
"2507";"14084";"9"
"2507";"14087";"12"
"2507";"14524";"5"
"2507";"14665";"5"
"2507";"15082";"17"
"2507";"15805";"15"
"2507";"15807";"3"
"2507";"15808";"14"
"2507";"16302";"11"
"2507";"16579";"1"
"2507";"16719";"12"
"2507";"17225";"15"
"2507";"17337";"14"
"2507";"17349";"1"
"2507";"17492";"23"
"2507";"17591";"15"
"2507";"17711";"1"
"2507";"18344";"11"
"2507";"18444";"22"
"2507";"18660";"3"
"2507";"18838";"9"
"2507";"19071";"9"
"2507";"19131";"15"
"2507";"19142";"15"
"2507";"19185";"3"
"2507";"19207";"9"
"2507";"19341";"5"
"2507";"19424";"9"
"2507";"19449";"11"
"2507";"19451";"9"
"2507";"19452";"18"
"2507";"19453";"11"
"2507";"19454";"5"
"2507";"20371";"4"
"2507";"20551";"11"
"2507";"20595";"11"
"2507";"20795";"1"
"2507";"20846";"1"
"2507";"20848";"1"
"2507";"21087";"5"
"2507";"21144";"7"
"2507";"21145";"10"
"2507";"17526";"14"
"2070";"20969";"99"
"1862";"19798";"11"
"2400";"9567";"20"
"2400";"11651";"10"
"2400";"13458";"13"
"2400";"18367";"24"
"2400";"14772";"17"
"2400";"17536";"2"
"2400";"18283";"7"
"2400";"19367";"8"
"2400";"17383";"11"
"2400";"21243";"13"
"2264";"20749";"19"
"7411";"20595";"15"
"7484";"32416";"3"
"2474";"20965";"3"
"2474";"20970";"22"
"2474";"8169";"8"
"2474";"20966";"21"
"2474";"20793";"13"
"2474";"17748";"2"
"2474";"20735";"5"
"2474";"20311";"4"
"2474";"15001";"9"
"2474";"20749";"19"
"2474";"21221";"10"
"2474";"20967";"4"
"2474";"21229";"2"
"2474";"21231";"15"
"2474";"21232";"19"
"2474";"17832";"23"
"2474";"11470";"3"
"2474";"19762";"2"
"2474";"8170";"19"
"2474";"15424";"99"
"2443";"10904";"16"
"2443";"582";"5"
"2443";"646";"23"
"2443";"1014";"6"
"2443";"6027";"5"
"2443";"4885";"1"
"2443";"10581";"4"
"2443";"9862";"12"
"2443";"10321";"20"
"2443";"11678";"7"
"2443";"13916";"4"
"2443";"15338";"23"
"2443";"16525";"3"
"2443";"17200";"6"
"2443";"18078";"7"
"2443";"18158";"5"
"2443";"19196";"17"
"2443";"19393";"18"
"2443";"19516";"7"
"2443";"19538";"11"
"2443";"19551";"9"
"2443";"20052";"7"
"2443";"20174";"3"
"2443";"20390";"11"
"2443";"20391";"7"
"2443";"20394";"15"
"2443";"20508";"3"
"2443";"20897";"3"
"2443";"21239";"10"
"2443";"21242";"5"
"2442";"18162";"7"
"2442";"10904";"22"
"2442";"16525";"11"
"2442";"17636";"19"
"2442";"19538";"11"
"2442";"21242";"5"
"2442";"582";"14"
"2442";"646";"16"
"2442";"1014";"6"
"2442";"6027";"11"
"2442";"4885";"13"
"2442";"8555";"13"
"2442";"9862";"11"
"2442";"10321";"15"
"2442";"15338";"23"
"2442";"17200";"11"
"2442";"18078";"1"
"2442";"19196";"12"
"2442";"19393";"18"
"2442";"19516";"7"
"2442";"20897";"18"
"2442";"20052";"19"
"2442";"20394";"9"
"2442";"20391";"13"
"2442";"20390";"11"
"2442";"21239";"10"
"2442";"20174";"14"
"2442";"19551";"9"
"2442";"10581";"4"
"2442";"20508";"3"
"2212";"5903";"12"
"2212";"21141";"13"
"2212";"5904";"3"
"2212";"17024";"19"
"2212";"19238";"12"
"2212";"3528";"11"
"2212";"17022";"18"
"2212";"17654";"17"
"2212";"9152";"12"
"2212";"16091";"11"
"2212";"20820";"12"
"2212";"20243";"1"
"2212";"16930";"15"
"2212";"20249";"11"
"2212";"8771";"11"
"2212";"19236";"2"
"2212";"18399";"3"
"2212";"13417";"11"
"2212";"8402";"23"
"2212";"5798";"18"
"2212";"16794";"18"
"2212";"20437";"15"
"2212";"20438";"13"
"2212";"17503";"15"
"2212";"11924";"2"
"2212";"11297";"5"
"2212";"10840";"12"
"2212";"9151";"11"
"2212";"19132";"14"
"2212";"16792";"15"
"2212";"19239";"2"
"2212";"8401";"12"
"2212";"13992";"12"
"2212";"21132";"11"
"2212";"21024";"15"
"2487";"21254";"4"
"2487";"21250";"1"
"2487";"20442";"2"
"2487";"20441";"19"
"2487";"20360";"12"
"2487";"15738";"1"
"2487";"13592";"4"
"2487";"7461";"13"
"2487";"21253";"10"
"2487";"21252";"6"
"2487";"21251";"15"
"2487";"19966";"2"
"2487";"18506";"3"
"2487";"15739";"6"
"2487";"12973";"3"
"2487";"12585";"14"
"2487";"10791";"13"
"2487";"10831";"11"
"2487";"21255";"12"
"2469";"13696";"99"
"2469";"14968";"99"
"2469";"18020";"99"
"2469";"18217";"99"
"2469";"18770";"99"
"2469";"18774";"99"
"2469";"18778";"99"
"2469";"18783";"99"
"2469";"18786";"99"
"2469";"19082";"99"
"2469";"19091";"99"
"2469";"19092";"99"
"2469";"19324";"99"
"2469";"19553";"99"
"2469";"19866";"99"
"2469";"19884";"99"
"2469";"20357";"99"
"2469";"20761";"99"
"2364";"18261";"11"
"2288";"10669";"15"
"2465";"20449";"6"
"2465";"19581";"11"
"2288";"18711";"1"
"2288";"18378";"5"
"2465";"8402";"16"
"2358";"2714";"99"
"2358";"21249";"99"
"2358";"7770";"99"
"2364";"16570";"5"
"2465";"7550";"3"
"2364";"3709";"8"
"2465";"16259";"3"
"2465";"16320";"21"
"2465";"20447";"1"
"2465";"5900";"9"
"2358";"20735";"99"
"2465";"8401";"18"
"2358";"15298";"99"
"2358";"12500";"99"
"2358";"12834";"99"
"2358";"2233";"99"
"2358";"6183";"99"
"2358";"19077";"99"
"2358";"6587";"99"
"2364";"21206";"3"
"2364";"16914";"11"
"2364";"8901";"12"
"2364";"17549";"14"
"2288";"19479";"3"
"2465";"20914";"15"
"2465";"20248";"3"
"2465";"15502";"1"
"2288";"4895";"1"
"2465";"19828";"15"
"2465";"21040";"15"
"2465";"20242";"3"
"2288";"2433";"19"
"2288";"14966";"7"
"2465";"20239";"1"
"6912";"30792";"15"
"2288";"13569";"22"
"2364";"5858";"8"
"2465";"17506";"15"
"2465";"12463";"18"
"2465";"15239";"11"
"2364";"17548";"11"
"2358";"19577";"99"
"2358";"18563";"99"
"2358";"15001";"99"
"2358";"12972";"99"
"2364";"16094";"12"
"2364";"5131";"3"
"2358";"8170";"99"
"2358";"8168";"99"
"2364";"20843";"2"
"2364";"7192";"1"
"2364";"16772";"3"
"2364";"5024";"1"
"2364";"21196";"15"
"2364";"7739";"12"
"2364";"8923";"12"
"2364";"20842";"7"
"2364";"20894";"5"
"2364";"20553";"2"
"2364";"20844";"16"
"2364";"10583";"20"
"2513";"8669";"2"
"2513";"12926";"13"
"2513";"14920";"2"
"2513";"20733";"1"
